Applicant_ID,Age,Gender,Annual_Income,Monthly_Income,Employment_Status,Occupation,Loan_Amount,Loan_Term,Interest_Rate,Credit_Score,Existing_Debt,Number_of_Credit_Cards,Number_of_Previous_Loans,Loan_Purpose,Property_Ownership,Marital_Status,Dependents,Savings_Balance,Checking_Balance,Payment_History,Previous_Defaults,Years_at_Current_Job,Loan_Default
100902,31,Other,45591.68,3799.31,Employed,Engineer,472692.43,48,10.96,544,97158.57,5,3,Home,Mortgaged,Married,3,60322.63,8884.3,Fair,2,29,0
100903,64,Female,219399.15,18283.26,Unemployed,Teacher,332018.74,36,12.32,760,76329.39,6,5,Home,Rented,Single,2,73104.46,35547.25,Good,2,9,0
100904,43,Female,92720.64,7726.72,Self-Employed,Unemployed,477477.12,120,8.04,576,8095.98,1,4,Personal,Mortgaged,Divorced,4,17201.45,36993.64,Good,2,9,0
100905,55,Other,147998.86,12333.24,Employed,Clerk,95420.38,240,4.72,680,140481.4,8,1,Medical,Mortgaged,Divorced,0,36866.23,9218.81,Good,1,6,0
100906,41,Female,213420.88,17785.07,Unemployed,Clerk,310167.34,60,16.03,530,61754.44,2,7,Personal,Rented,Widowed,4,12383.52,30349.24,Excellent,2,7,0
100907,29,Other,26808.22,2234.02,Employed,Teacher,414781.69,120,3.94,689,67417.98,1,3,Home,Rented,Single,2,38240.63,33430.56,Excellent,0,8,0
100908,39,Male,204187.19,17015.6,Self-Employed,Teacher,255494.19,12,18.48,692,68404.88,6,6,Business,Rented,Divorced,2,51402.33,15100.42,Excellent,0,22,0
100909,25,Female,131401.33,10950.11,Employed,Doctor,182362.49,84,20.69,590,54754.19,2,0,Auto,Rented,Divorced,0,1484.39,34863.76,Poor,3,4,0
100910,58,Male,159401.36,13283.45,Employed,Unemployed,492409.75,12,16.64,814,101188.19,7,6,Auto,Rented,Married,0,51434.18,39546.09,Fair,1,19,0
100911,29,Male,45582.76,3798.56,Employed,Driver,72211.7,24,14.53,782,2087.65,9,5,Medical,Rented,Widowed,4,51179.99,38711.81,Good,3,9,0
100912,39,Female,124344.42,10362.04,Employed,Driver,206642.9,84,15.65,387,131026.25,6,1,Personal,Rented,Married,5,36400.68,29676.27,Fair,0,5,0
100913,69,Male,153070.31,12755.86,Retired,Clerk,436940.13,36,15.57,425,15365.85,7,6,Personal,Rented,Married,5,71632.18,14866.51,Good,1,28,0
100914,50,Female,108530.7,9044.22,Employed,Engineer,450439.41,12,20.74,826,149957.05,4,5,Business,Mortgaged,Divorced,1,10785.52,9080.22,Excellent,1,18,0
100915,43,Female,46771.96,3897.66,Self-Employed,Driver,490230.29,24,21.34,521,94212.39,3,7,Business,Owned,Widowed,4,4104.95,39714.8,Excellent,3,10,1
100916,47,Female,65044.41,5420.37,Self-Employed,Driver,442654.1,180,11.39,471,9936.97,6,1,Medical,Mortgaged,Widowed,0,39666.49,11046.98,Good,1,22,0
100917,59,Other,190150.52,15845.88,Self-Employed,Clerk,27376.6,84,14.92,738,84365.56,3,7,Business,Rented,Divorced,4,42642.76,17535.31,Excellent,2,31,0
100918,33,Other,22066.55,1838.88,Unemployed,Engineer,465023.72,48,18.35,631,49696.17,8,6,Business,Rented,Single,3,21335.13,10564.98,Poor,0,9,1
100919,52,Female,160316.73,13359.73,Employed,Doctor,215227.26,360,3.52,373,142956.48,4,2,Home,Mortgaged,Married,5,76930.22,19844.75,Excellent,2,8,0
100920,63,Male,219874.96,18322.91,Employed,Unemployed,326506.36,48,13.25,350,113320.65,4,2,Medical,Owned,Single,0,20298.18,4415.24,Good,1,23,0
100921,49,Other,16534.01,1377.83,Employed,Teacher,198349.38,240,15.58,745,76052.2,6,2,Personal,Owned,Single,4,21612.95,32362.26,Good,2,17,0
100922,42,Male,48014.36,4001.2,Employed,Teacher,407206.7,48,16.77,721,64466.61,1,3,Education,Mortgaged,Widowed,2,64878.92,20204.28,Fair,2,23,1
100923,28,Female,153199.58,12766.63,Unemployed,Driver,288807.8,12,10.32,494,149380.33,5,7,Auto,Mortgaged,Widowed,3,73825.89,16780.09,Poor,0,5,0
100924,33,Female,27298.12,2274.84,Employed,Business Owner,423081.23,24,8.97,775,100107.61,7,6,Medical,Mortgaged,Single,3,42891.18,14525.78,Good,0,32,0
100925,67,Male,135906.95,11325.58,Employed,Driver,98498.19,36,6.87,369,77089.46,7,1,Medical,Owned,Married,4,1524.32,23191.37,Excellent,0,0,0
100926,47,Female,155220.02,12935.0,Employed,Doctor,94121.58,24,13.82,778,59691.62,2,1,Education,Owned,Married,3,28434.79,31195.52,Fair,0,9,0
100927,35,Male,135570.0,11297.5,Employed,Teacher,221307.65,24,20.51,343,48687.43,0,0,Auto,Mortgaged,Single,2,17915.19,36102.44,Excellent,2,21,1
100928,41,Male,89862.86,7488.57,Self-Employed,Engineer,4366.27,48,20.08,650,105812.91,1,4,Personal,Mortgaged,Married,2,40881.44,33660.73,Excellent,1,18,0
100929,49,Female,157942.87,13161.91,Employed,Clerk,347040.77,360,10.16,764,88182.83,8,2,Business,Rented,Single,0,54605.74,17820.53,Fair,3,11,0
100930,47,Male,136830.36,11402.53,Self-Employed,Business Owner,149434.76,36,8.27,641,127227.73,2,6,Medical,Owned,Divorced,4,31394.9,33359.68,Excellent,0,34,0
100931,55,Other,57565.62,4797.14,Employed,Driver,279535.07,36,18.09,729,83034.11,0,6,Business,Mortgaged,Widowed,4,42988.8,21144.62,Excellent,2,12,0
100932,33,Male,130442.79,10870.23,Self-Employed,Business Owner,36861.77,360,16.91,489,87349.71,5,1,Business,Rented,Married,3,60788.83,25527.13,Good,2,23,0
100933,52,Female,195790.98,16315.92,Employed,Teacher,86980.89,36,12.85,458,71603.47,8,5,Home,Owned,Single,4,19691.76,26982.42,Good,0,14,0
100934,42,Other,151700.82,12641.74,Employed,Unemployed,312183.87,240,10.7,446,114393.14,2,6,Business,Owned,Married,1,15677.43,15987.27,Poor,2,15,0
100935,67,Male,111717.26,9309.77,Employed,Driver,154219.99,120,5.79,364,62248.83,0,7,Education,Owned,Widowed,1,64450.8,19442.13,Excellent,0,27,0
100936,28,Other,80924.74,6743.73,Employed,Doctor,108931.53,360,18.03,452,127790.94,1,5,Auto,Mortgaged,Single,5,2961.89,27703.56,Good,3,12,0
100937,28,Other,32606.67,2717.22,Self-Employed,Unemployed,115965.56,84,14.92,436,49056.71,1,2,Personal,Rented,Divorced,5,12047.73,12317.13,Fair,1,13,1
100938,43,Other,65148.56,5429.05,Employed,Driver,108980.04,84,10.47,716,103893.76,2,7,Education,Mortgaged,Single,5,988.54,29876.53,Fair,3,27,1
100939,45,Male,17293.28,1441.11,Employed,Unemployed,312179.77,36,20.5,417,133945.63,1,2,Auto,Mortgaged,Married,0,44430.78,14164.13,Good,2,3,1
100940,54,Other,217258.31,18104.86,Unemployed,Driver,85510.22,84,15.7,391,115361.08,6,6,Medical,Rented,Married,3,48006.86,23419.58,Good,1,15,0
100941,40,Other,60608.86,5050.74,Employed,Business Owner,182627.77,120,20.69,703,51391.22,2,3,Medical,Mortgaged,Married,4,42482.46,33504.91,Good,0,9,0
100942,65,Other,182049.57,15170.8,Employed,Engineer,344567.66,360,12.28,596,105950.85,5,7,Education,Mortgaged,Single,0,33141.52,928.2,Good,0,16,0
100943,44,Male,49572.2,4131.02,Retired,Doctor,257808.19,12,11.91,418,31047.72,4,6,Auto,Rented,Widowed,5,42322.33,9613.6,Excellent,0,20,0
100944,27,Other,73138.24,6094.85,Employed,Driver,299445.87,24,20.84,688,8724.76,6,4,Home,Owned,Divorced,4,15515.02,22446.71,Fair,1,15,0
100945,26,Male,100746.85,8395.57,Self-Employed,Unemployed,126951.68,12,21.26,419,118707.26,6,1,Business,Rented,Married,1,66099.42,4244.1,Excellent,2,34,0
100946,68,Female,81503.16,6791.93,Employed,Doctor,466492.01,180,21.27,732,121201.37,5,1,Business,Owned,Married,3,78461.84,8224.07,Good,1,31,0
100947,27,Female,178661.92,14888.49,Self-Employed,Clerk,208111.87,12,18.65,317,3439.64,8,7,Business,Mortgaged,Single,5,43249.83,29963.58,Good,0,5,0
100948,67,Female,211327.15,17610.6,Self-Employed,Doctor,144908.04,360,12.05,625,142169.25,1,6,Personal,Owned,Divorced,5,29948.44,1032.92,Excellent,0,22,0
100949,34,Female,194435.37,16202.95,Self-Employed,Engineer,452354.44,48,7.39,628,66884.97,5,4,Education,Mortgaged,Single,4,63342.62,24401.47,Excellent,1,11,0
100950,25,Male,46483.46,3873.62,Employed,Engineer,328334.23,36,10.59,505,135790.82,3,7,Personal,Mortgaged,Married,5,15445.75,1366.28,Good,0,25,0
100951,35,Female,174221.18,14518.43,Self-Employed,Engineer,307745.04,360,20.86,679,118226.18,5,6,Business,Owned,Widowed,4,25661.89,4636.95,Poor,2,16,0
100952,51,Other,45329.12,3777.43,Employed,Unemployed,443593.86,180,10.23,509,135098.03,1,3,Personal,Rented,Divorced,5,75198.45,15613.63,Fair,1,33,0
100953,41,Female,202243.13,16853.59,Retired,Driver,31153.06,84,17.5,660,125006.34,3,6,Personal,Rented,Divorced,5,14903.53,38590.75,Good,0,33,0
100954,59,Male,121165.11,10097.09,Employed,Teacher,419164.4,240,20.58,423,146099.31,9,6,Home,Owned,Married,0,8969.25,21833.9,Good,1,1,0
100955,50,Other,83958.12,6996.51,Employed,Business Owner,339576.45,180,21.45,613,94365.15,8,3,Business,Mortgaged,Divorced,3,43708.3,12488.97,Poor,1,3,0
100956,40,Male,47190.23,3932.52,Unemployed,Clerk,181276.41,120,21.03,716,34088.83,4,0,Medical,Rented,Single,2,46993.39,16453.05,Fair,0,0,0
100957,52,Female,17420.86,1451.74,Employed,Teacher,129662.97,48,13.77,832,58434.47,1,5,Business,Rented,Single,2,47772.01,22750.89,Fair,0,27,0
100958,68,Female,65829.13,5485.76,Employed,Business Owner,54193.34,360,12.6,498,112781.89,6,2,Business,Owned,Widowed,1,13158.26,24776.66,Excellent,3,8,0
100959,41,Female,202374.11,16864.51,Self-Employed,Business Owner,470654.94,180,21.77,560,23545.39,3,2,Business,Owned,Married,4,57691.58,10716.13,Excellent,1,25,0
100960,28,Other,178438.75,14869.9,Employed,Doctor,72672.23,360,7.54,562,139476.35,3,5,Business,Mortgaged,Divorced,5,19382.49,7891.78,Excellent,2,11,0
100961,41,Female,213807.71,17817.31,Employed,Driver,131200.39,360,6.97,773,30791.84,0,6,Education,Mortgaged,Widowed,2,75848.2,19812.37,Fair,3,10,0
100962,62,Other,35656.11,2971.34,Employed,Engineer,346171.38,84,21.32,830,131396.21,2,0,Medical,Owned,Widowed,4,18236.57,25794.05,Poor,0,21,0
100963,31,Male,136396.64,11366.39,Employed,Clerk,355655.91,48,16.25,655,72558.59,2,6,Home,Mortgaged,Single,1,1384.92,32663.2,Excellent,2,27,0
100964,67,Other,67715.85,5642.99,Employed,Unemployed,82062.81,360,13.42,753,126093.02,0,2,Personal,Mortgaged,Divorced,4,45427.62,23711.81,Fair,3,19,0
100965,49,Female,126303.05,10525.25,Employed,Unemployed,407437.32,360,5.94,346,143744.35,5,4,Home,Mortgaged,Widowed,0,16227.83,27697.36,Poor,0,20,1
100966,50,Male,80693.25,6724.44,Employed,Driver,256123.06,24,12.99,718,63322.12,9,6,Auto,Mortgaged,Single,5,50285.91,19359.17,Poor,1,25,0
100967,36,Male,73110.44,6092.54,Employed,Driver,424531.43,120,20.97,746,104490.68,1,1,Business,Rented,Widowed,2,18337.07,22668.77,Good,0,5,0
100968,66,Other,132638.29,11053.19,Employed,Engineer,45468.12,120,14.65,693,34007.64,0,1,Business,Rented,Divorced,3,34246.75,25417.9,Excellent,0,20,0
100969,22,Female,52580.22,4381.69,Employed,Unemployed,23329.34,180,10.99,621,120117.86,1,7,Medical,Rented,Married,4,14361.15,9453.25,Poor,1,10,0
100970,35,Female,111172.35,9264.36,Employed,Driver,319221.21,360,13.7,795,122988.85,5,2,Auto,Owned,Widowed,0,34304.91,37362.97,Excellent,0,5,0
100971,41,Male,148416.51,12368.04,Employed,Unemployed,76711.85,36,19.89,660,44286.86,8,7,Home,Mortgaged,Widowed,5,10921.63,13813.56,Excellent,3,11,0
100972,44,Female,41277.33,3439.78,Employed,Unemployed,263424.62,360,20.39,766,3621.11,3,2,Auto,Owned,Single,3,27037.84,24187.53,Excellent,0,6,0
100973,44,Other,205771.83,17147.65,Unemployed,Teacher,9026.16,120,10.9,399,64680.79,1,4,Business,Rented,Divorced,5,15914.53,22438.17,Good,2,11,0
100974,28,Male,118673.56,9889.46,Employed,Engineer,390404.77,12,14.75,666,25500.08,0,4,Education,Mortgaged,Widowed,3,65288.15,34133.82,Excellent,0,0,0
100975,32,Female,183003.23,15250.27,Employed,Doctor,449966.02,84,8.67,541,122782.66,6,7,Auto,Owned,Divorced,1,58348.33,4544.18,Good,2,26,0
100976,25,Female,149050.61,12420.88,Employed,Clerk,419763.62,24,11.85,778,39164.59,3,4,Medical,Rented,Divorced,3,13345.55,35369.24,Poor,2,12,0
100977,49,Other,160550.19,13379.18,Employed,Engineer,479259.7,360,7.57,785,141553.92,3,4,Business,Mortgaged,Single,3,6632.36,5480.6,Good,0,23,0
100978,38,Male,161806.84,13483.9,Self-Employed,Teacher,451741.69,180,13.33,765,145771.34,2,3,Personal,Owned,Married,5,2059.57,5781.22,Poor,1,26,0
100979,48,Female,194395.48,16199.62,Unemployed,Unemployed,223120.97,360,14.2,418,136325.39,8,3,Personal,Owned,Widowed,3,18133.74,34490.19,Poor,3,28,1
100980,49,Other,140789.11,11732.43,Unemployed,Business Owner,200377.41,120,9.75,571,89942.17,3,3,Education,Rented,Widowed,2,38414.19,10284.08,Fair,2,2,0
100981,55,Male,72034.52,6002.88,Employed,Teacher,448299.47,48,8.53,300,40114.2,7,3,Personal,Owned,Married,1,31990.66,24471.46,Good,3,17,1
100982,47,Other,35399.48,2949.96,Employed,Doctor,463615.52,60,6.29,839,121088.76,7,6,Medical,Mortgaged,Married,1,77719.92,18544.43,Poor,1,14,0
100983,52,Other,139281.38,11606.78,Employed,Doctor,486472.3,360,6.08,441,105239.31,0,0,Personal,Rented,Widowed,3,63379.65,37370.65,Good,0,12,1
100984,49,Other,28602.32,2383.53,Employed,Business Owner,384621.98,24,16.66,644,146575.25,2,4,Auto,Owned,Widowed,2,6254.93,31283.36,Excellent,1,28,0
100985,52,Female,64465.16,5372.1,Employed,Driver,102590.44,240,7.6,568,56587.8,8,4,Personal,Owned,Married,2,12714.59,13399.75,Poor,1,2,0
100986,51,Other,27444.97,2287.08,Employed,Doctor,472587.16,60,5.68,798,8815.2,8,6,Auto,Owned,Widowed,0,2127.92,32537.63,Good,3,10,0
100987,36,Other,127521.96,10626.83,Employed,Teacher,473676.45,84,21.98,752,149757.95,4,5,Home,Rented,Married,5,11058.11,9031.54,Poor,1,27,0
100988,33,Other,47869.32,3989.11,Unemployed,Business Owner,333733.42,120,8.31,728,125739.55,1,3,Education,Mortgaged,Widowed,5,42353.37,24622.85,Good,2,13,1
100989,59,Female,140133.5,11677.79,Employed,Driver,428925.57,12,20.08,654,33223.45,2,0,Business,Owned,Widowed,1,6139.04,30063.35,Good,2,2,0
100990,37,Female,177127.35,14760.61,Employed,Engineer,281465.86,24,14.77,365,108844.18,9,2,Education,Owned,Divorced,0,4789.44,28126.34,Fair,1,6,0
100991,47,Female,183485.55,15290.46,Unemployed,Engineer,472175.22,24,16.73,806,103.53,6,2,Auto,Rented,Married,5,9452.92,26267.28,Good,1,10,0
100992,30,Male,78456.42,6538.04,Self-Employed,Doctor,48780.33,180,13.88,334,83671.36,0,1,Auto,Owned,Married,5,53553.09,33198.75,Good,3,8,0
100993,42,Other,127535.68,10627.97,Employed,Clerk,432253.92,12,6.85,551,54425.74,7,5,Medical,Owned,Single,5,1548.65,22248.34,Poor,0,23,0
100994,46,Other,130417.21,10868.1,Employed,Teacher,29640.81,120,19.17,509,57199.96,1,3,Auto,Mortgaged,Single,3,77570.09,37133.92,Good,1,5,0
100995,51,Female,111941.87,9328.49,Employed,Clerk,170875.31,24,18.82,515,36677.97,3,6,Personal,Mortgaged,Widowed,4,30462.9,5792.39,Excellent,2,26,0
100996,46,Male,149298.35,12441.53,Employed,Teacher,69392.17,180,9.97,838,41226.78,4,1,Auto,Mortgaged,Divorced,4,26926.99,14228.34,Fair,0,10,0
100997,38,Female,58067.86,4838.99,Employed,Business Owner,240609.28,360,17.63,427,68200.3,3,7,Home,Rented,Single,1,37985.03,31319.68,Excellent,2,2,0
100998,68,Female,215744.86,17978.74,Employed,Teacher,117658.59,60,13.55,619,37221.76,6,3,Home,Owned,Divorced,3,41428.94,12322.23,Good,3,0,0
100999,46,Female,35106.36,2925.53,Employed,Doctor,476132.04,36,20.32,420,69965.99,1,2,Auto,Mortgaged,Widowed,1,33601.07,17717.96,Excellent,1,21,1
101000,60,Other,184990.33,15415.86,Employed,Doctor,280542.02,60,18.35,802,86602.16,8,2,Medical,Owned,Divorced,4,38906.07,30915.18,Excellent,2,25,0
101001,57,Other,136789.68,11399.14,Self-Employed,Unemployed,449069.91,120,4.26,705,106666.71,5,6,Education,Mortgaged,Widowed,5,27178.71,21542.79,Poor,1,4,0
101002,48,Other,65195.22,5432.94,Self-Employed,Engineer,140473.12,180,19.77,528,101571.85,3,5,Personal,Owned,Single,0,25760.59,7504.7,Excellent,2,10,0
101003,64,Other,167863.38,13988.62,Employed,Business Owner,14936.82,120,21.42,344,36298.39,9,1,Medical,Rented,Single,0,2185.22,6993.54,Fair,0,26,0
101004,27,Other,32318.58,2693.22,Employed,Teacher,388276.19,84,17.23,384,5878.44,4,7,Home,Rented,Divorced,1,53744.04,12049.29,Good,2,30,0
101005,66,Female,173755.66,14479.64,Employed,Doctor,351784.07,120,5.72,433,124902.28,4,1,Home,Rented,Divorced,0,49381.76,12120.5,Excellent,1,25,0
101006,62,Female,135946.97,11328.91,Self-Employed,Clerk,273654.84,36,18.44,523,130846.93,0,2,Medical,Owned,Divorced,0,53505.63,5466.98,Poor,0,21,0
101007,45,Female,37703.82,3141.98,Self-Employed,Unemployed,408040.68,36,15.48,788,146833.43,9,5,Business,Owned,Widowed,5,75284.4,33386.43,Excellent,3,26,1
101008,56,Female,31298.64,2608.22,Self-Employed,Unemployed,420362.02,360,9.77,365,143956.73,8,4,Business,Rented,Single,3,37846.78,11305.07,Good,0,10,1
101009,46,Other,168921.45,14076.79,Employed,Driver,294775.85,84,19.85,617,95072.1,1,3,Education,Mortgaged,Widowed,4,70541.63,32089.86,Fair,2,2,0
101010,34,Female,75051.86,6254.32,Employed,Teacher,483032.04,240,13.96,491,134140.76,9,7,Personal,Owned,Single,3,35515.46,38938.01,Fair,3,19,1
101011,60,Female,197306.88,16442.24,Employed,Engineer,360416.55,120,19.28,325,67201.26,7,6,Business,Mortgaged,Divorced,4,38209.12,13278.46,Good,3,19,0
101012,33,Male,171224.97,14268.75,Employed,Unemployed,339083.94,60,15.9,641,118100.35,4,7,Auto,Rented,Widowed,4,50636.2,38809.24,Fair,2,28,0
101013,36,Other,158129.0,13177.42,Self-Employed,Unemployed,181988.05,84,8.84,688,143300.18,9,2,Business,Rented,Divorced,0,17272.11,7648.03,Poor,2,8,0
101014,46,Female,72114.24,6009.52,Employed,Teacher,3124.77,120,21.54,828,119441.78,5,6,Home,Owned,Single,0,17388.49,25898.13,Good,2,31,0
101015,62,Female,160333.63,13361.14,Employed,Engineer,121989.45,24,14.06,579,62364.8,6,1,Auto,Owned,Divorced,2,40786.55,39647.21,Fair,3,17,0
101016,39,Female,209370.28,17447.52,Employed,Doctor,382432.41,60,13.06,479,56663.89,1,6,Auto,Rented,Widowed,2,5488.79,32334.88,Good,3,15,0
101017,45,Male,33769.77,2814.15,Employed,Doctor,355515.88,180,10.96,770,43731.41,1,4,Personal,Mortgaged,Single,5,18932.64,9188.03,Good,1,34,0
101018,23,Female,81863.34,6821.94,Employed,Unemployed,166849.03,12,6.02,436,55059.53,5,4,Personal,Rented,Widowed,1,63472.97,10293.31,Good,1,19,1
101019,26,Other,63107.81,5258.98,Employed,Doctor,313540.32,12,16.19,676,123086.5,3,0,Home,Rented,Divorced,1,37098.67,10497.22,Excellent,0,3,0
101020,23,Female,95616.28,7968.02,Unemployed,Driver,99253.16,24,11.47,819,105225.05,9,7,Medical,Mortgaged,Single,3,2129.75,37719.71,Fair,3,8,0
101021,24,Male,167178.19,13931.52,Self-Employed,Driver,133286.6,84,20.79,302,37481.88,0,2,Personal,Mortgaged,Married,1,4859.31,9816.46,Excellent,3,20,0
101022,63,Female,112219.73,9351.64,Unemployed,Engineer,473809.23,36,21.35,809,106730.27,7,4,Education,Mortgaged,Widowed,5,73561.23,20384.61,Excellent,2,8,0
101023,62,Male,131999.77,10999.98,Employed,Teacher,207763.93,60,17.7,413,56909.32,6,1,Auto,Mortgaged,Married,0,76537.48,13995.57,Good,2,5,0
101024,61,Female,79401.75,6616.81,Employed,Driver,124003.82,24,7.99,565,83665.88,8,7,Education,Owned,Widowed,5,51288.31,14450.78,Excellent,0,10,0
101025,23,Female,43964.3,3663.69,Employed,Teacher,244579.91,36,16.75,442,55555.39,9,2,Business,Rented,Married,3,14795.61,16328.71,Good,3,17,0
101026,24,Male,69721.4,5810.12,Employed,Teacher,194733.91,12,3.88,379,78244.4,8,6,Business,Mortgaged,Married,5,29446.9,13801.8,Good,0,3,1
101027,34,Other,191234.46,15936.2,Employed,Driver,365305.46,240,18.79,686,109470.58,3,6,Education,Owned,Widowed,1,24437.36,23997.1,Excellent,2,18,0
101028,48,Male,138495.48,11541.29,Employed,Teacher,481133.82,60,12.63,565,109669.6,6,4,Home,Mortgaged,Widowed,5,62812.51,17018.86,Excellent,1,25,0
101029,37,Other,92487.68,7707.31,Employed,Teacher,296685.24,24,20.83,580,112977.39,1,0,Business,Mortgaged,Single,5,42967.17,17640.46,Excellent,1,15,0
101030,44,Other,176930.73,14744.23,Employed,Engineer,296391.3,84,10.49,566,58655.82,4,2,Personal,Rented,Widowed,2,62372.52,20239.76,Good,0,24,0
101031,29,Male,28213.77,2351.15,Unemployed,Clerk,183687.26,360,8.37,711,103574.32,2,4,Auto,Rented,Married,1,28840.85,14247.14,Excellent,0,22,0
101032,56,Female,67047.67,5587.31,Employed,Doctor,283186.2,240,21.91,832,35806.74,2,4,Business,Mortgaged,Widowed,1,69560.92,30182.38,Fair,1,17,0
101033,36,Male,62171.15,5180.93,Employed,Driver,161025.78,240,13.32,582,71614.26,5,4,Business,Rented,Single,0,34332.99,20139.29,Good,1,34,0
101034,24,Male,216999.74,18083.31,Employed,Unemployed,2543.85,60,19.47,385,87466.04,1,1,Business,Owned,Divorced,3,33389.93,20368.45,Good,3,21,0
101035,57,Other,159750.21,13312.52,Employed,Doctor,433315.89,48,20.35,480,102972.33,5,4,Home,Rented,Single,5,39127.88,8393.81,Excellent,2,28,1
101036,65,Other,141646.12,11803.84,Unemployed,Driver,215863.15,48,13.09,573,136799.4,4,0,Auto,Mortgaged,Divorced,3,47344.46,1233.47,Good,0,22,0
101037,21,Male,16021.92,1335.16,Employed,Teacher,247060.07,48,11.93,357,45715.3,2,3,Education,Mortgaged,Widowed,5,71528.95,32371.0,Good,3,33,1
101038,42,Male,52783.55,4398.63,Unemployed,Business Owner,43583.46,360,13.73,426,126792.89,5,0,Medical,Mortgaged,Divorced,4,36620.44,34219.27,Good,2,15,1
101039,61,Male,145285.97,12107.16,Self-Employed,Business Owner,418881.04,24,19.18,411,46668.64,7,5,Personal,Owned,Married,4,74410.9,9649.87,Poor,3,6,1
101040,55,Female,92842.46,7736.87,Employed,Engineer,86827.86,240,21.35,836,82786.41,6,4,Medical,Rented,Widowed,4,31493.47,14401.29,Excellent,3,6,0
101041,62,Male,204477.48,17039.79,Employed,Unemployed,206489.34,360,9.57,520,124214.98,0,6,Education,Mortgaged,Single,5,25965.82,14320.72,Excellent,2,34,0
101042,41,Male,171768.46,14314.04,Employed,Teacher,420452.24,240,17.16,784,108472.44,5,3,Auto,Rented,Divorced,5,23603.65,27368.49,Fair,0,27,0
101043,39,Female,106713.73,8892.81,Employed,Clerk,229975.9,120,8.78,603,129430.45,6,1,Education,Owned,Widowed,0,1692.16,7489.44,Poor,1,10,0
101044,55,Male,168650.57,14054.21,Employed,Business Owner,465713.86,240,14.8,578,122232.18,6,1,Personal,Owned,Married,3,67931.52,39148.54,Good,2,15,0
101045,28,Other,214957.89,17913.16,Retired,Engineer,106238.52,12,18.39,817,41452.09,4,6,Business,Rented,Single,2,6338.7,2474.46,Good,0,1,0
101046,32,Other,109501.07,9125.09,Employed,Unemployed,358185.95,240,19.9,681,148940.5,0,7,Business,Rented,Married,5,26746.51,38950.7,Excellent,3,33,0
101047,50,Other,146717.81,12226.48,Self-Employed,Teacher,489043.26,84,11.8,432,140549.76,1,0,Education,Owned,Married,1,20036.54,2751.28,Fair,1,15,0
101048,53,Male,203326.25,16943.85,Employed,Engineer,275707.59,360,10.34,455,64526.19,3,5,Personal,Owned,Widowed,4,59554.94,12700.56,Good,2,13,0
101049,26,Other,65978.31,5498.19,Retired,Business Owner,346707.58,12,8.19,667,7081.42,6,3,Medical,Mortgaged,Widowed,2,74606.97,10027.73,Good,3,8,0
101050,45,Other,196744.37,16395.36,Employed,Teacher,197826.88,360,5.97,301,45524.5,7,2,Personal,Owned,Married,5,65336.78,10385.37,Good,3,2,1
101051,38,Male,34996.66,2916.39,Employed,Unemployed,376166.0,84,10.25,384,125422.88,6,4,Education,Mortgaged,Widowed,4,25599.87,39786.78,Good,2,26,1
101052,45,Other,147931.87,12327.66,Employed,Teacher,454619.28,24,19.63,340,142630.56,3,7,Medical,Owned,Single,2,36460.59,18334.07,Fair,1,7,1
101053,67,Female,175481.82,14623.48,Employed,Business Owner,352121.67,84,11.25,693,124750.79,4,1,Medical,Owned,Single,5,19762.95,4780.42,Excellent,2,3,0
101054,24,Other,140994.27,11749.52,Self-Employed,Teacher,468092.5,12,9.37,543,59511.49,0,6,Personal,Owned,Divorced,1,73918.42,39291.2,Good,2,34,1
101055,69,Female,116584.63,9715.39,Employed,Engineer,295149.02,12,17.17,306,8480.47,7,0,Medical,Owned,Divorced,0,9499.57,9706.62,Excellent,3,19,0
101056,43,Other,141556.16,11796.35,Employed,Engineer,289414.45,84,7.49,708,77637.43,3,5,Auto,Owned,Widowed,3,76156.36,2901.88,Fair,0,2,0
101057,58,Male,46091.06,3840.92,Employed,Clerk,153704.44,240,8.24,661,56457.38,5,0,Education,Mortgaged,Divorced,2,65092.55,967.23,Excellent,0,10,0
101058,41,Female,59192.0,4932.67,Employed,Teacher,355394.49,24,20.81,695,18445.86,4,0,Auto,Owned,Single,0,56926.22,18529.23,Poor,0,19,0
101059,36,Male,70329.37,5860.78,Employed,Engineer,441212.36,36,5.01,389,15878.0,2,0,Education,Owned,Divorced,5,61919.49,36733.29,Good,3,7,1
101060,58,Male,137544.76,11462.06,Employed,Business Owner,323865.48,48,11.17,782,22955.53,1,6,Personal,Owned,Married,0,27147.74,678.42,Good,2,34,0
101061,54,Male,105589.72,8799.14,Employed,Teacher,118053.53,84,14.17,399,30873.55,9,4,Personal,Rented,Married,3,23670.92,29007.06,Good,2,30,0
101062,28,Female,65117.55,5426.46,Employed,Business Owner,272966.34,12,7.76,614,113067.96,1,5,Home,Owned,Married,1,30513.67,10416.87,Good,0,30,0
101063,55,Male,195975.91,16331.33,Employed,Unemployed,378456.83,120,8.7,607,57255.52,9,1,Personal,Rented,Widowed,1,14529.06,8762.42,Good,0,18,0
101064,57,Other,91653.98,7637.83,Unemployed,Business Owner,469802.93,60,7.6,420,65540.72,1,7,Auto,Owned,Single,1,59708.81,28151.59,Good,2,34,0
